एमाले उपाध्यक्ष नारयणकाजी श्रेष्ठले बहुसदस्यीय प्रत्यक्ष निर्वाचन प्रणाली -पूर्ण समानुपातिक मा जानुपर्ने प्रस्ताव गरेका थिए।,0
बाबुरामलाई सत्तासिन भइरहन अप्ठेरा परिस्थितिहरूमा मोर्चाले कसरी काँध थापेको थियो?,0
मसिनोसँग केलाउन आवश्यक हुन्छ।,0
आपसमा चरम विभाजित भएका मधेसी दल सत्ता राजनीतिमा एकाकार भइरहन सक्नुका पछाडिको विशेषता सामान्यखाले छैनन्।,0
त्यसैले त्यही मोर्चाको बलमा टिकेको बाबुराम सरकार ढालेर कांग्रेसका सुशील कोइरालालाई स्थापना गर्न सहज छैन्।,0
१५ महिनाअघि बाबुरामलाई प्रधानमन्त्री बनाउन बनेको मुलुकका प्रमुख राजनीतिक पार्टीहरूको राजनीतिक समीकरणमा अहिलेसम्म कुनै परिवर्तन देखिँदैन।,0
माओवादी र मधेसी मोर्चा एकातर्फ र कांग्रेस एमाले अर्कोतर्फ रहेकोे अवस्था ज्युका त्युँ छ।,0
यो अवस्थामा सुशील कोइराला र उनलाई समर्थन गर्ने एमालेले अहिलेको सत्ता समीकरणमा परिवर्तन नभई बाबुरामले छाड्ने छैनन् भन्ने बुझ्न आवश्यक छ।,0
सुशीललाई सत्तामा स्थापित गराउन खोजेकै हो भने कांग्रेस-एमालेले पुष्पकमल दाहालसँग हारगुहार गर्न छाड्नुपर्छ।,-1
'बाबुरामलाई मनाउन सकिन' भन्ने दाहालको लोलोपोतोमा विश्वास गरेर बाबुरामलाई मात्रै दोष थोपर्ने प्रवृति पनि त्याग्नुपर्छ।,-1
बरू उनीहरूले माओवादी-मधेसी मोर्चाबीचको समीकरण तोड्न सक्ने क्षमता राख्नुपर्छ।,0
राष्ट्रपतिले दिएको पाँचौ पटकको म्यादका घटनाक्रम केलाउँदा के देखिन्छ भने कांग्रेस र एमालेका नेताहरूले मधेसी मोर्चालाई फकाउन सकिरहेका छैनन्।,0
अर्थात् एक हिसावले भन्ने हो भने मधेसी मोर्चालाई आश्वस्त पार्न उनीहरू असफल भएका छन्।,-1
कांग्रेस एमाले र मधेसी मोर्चाबीच दुईपक्षीय र बहुपक्षीय छलफलसमेत हुन सकेका छैनन्।,0
उता बाबुराम भने टाढिँदै गएका उपप्रधानमन्त्री विजयकुमार गच्छदारलाई समेत आफ्नो पक्षमा पार्न सफल भएका छन्।,1
भइरहेको समीकरण नभत्किई नयाँ सरकार बन्न नसक्ने अवस्थालाई ध्यानमा राख्दा आउँदो शनिबारसम्ममा नयाँ सहमतिको सम्भावना देखिँदैन।,0
शनिबारपछि के हुन्छत?,0
राजनीतिको अह्म प्रश्न यही हो।,0
के राष्ट्रपतिले कठोर कदम चाल्छन्?,0
अहिलेसम्म राष्ट्रपतिले सहमतिका लागि पटक-पटक थपेका म्यादको कसीमा उनी लचिलो भएर प्रस्तुत भएका छन् र दललाई गलाउँदै लग्ने रणनीतिमा देखिन्छन् ।,0
पाँचौ पटकको म्याद थपसँगै राष्ट्रपतिले ५ दिने म्यादमा दलबीच गहन छलफल गर्ने सूचना राष्ट्रपति कार्यालयबाट प्रेषित भएको छ।,0
तर थोराङपास गरिसकेका वा नजिक पुगेकाहरु यो बिपत्तिमा असहाय भए।,-1
उनीहरुका सामु न त अघि बढेर बाँच्ने विकल्प थियो न त पछि भाग्ने नै व्यवसायी फुरतेण्डी शेर्पाले भने।,-1
अचानक हिमपातपछि सकेसम्म त्यस क्षेत्रमा पुगेकाहरुले आफ्नो ज्यान जोगाउने उपाय अबलम्बन गरे।,1
कतिपय बाटो बिराएर बेपत्ता भए भने कतिपय दुर्घटना परेर मृत्युको मुखमा पुगेको अनुमान टानका अध्यक्ष रमेश धमलाको छ।,-1
कहाँ छन् अलपत्र भएकाहरु ?हिमपातका मुख्यतः चार पाँच ठाउँमा पर्यटक र नेपाली सहयोगीहरु बिपत्तिमा परेको जानकारी आएको छ।,-1
पाण्डेका अनुसार मनाङबाट माथि गएपछि हाइ क्याम्पमा केही मान्छे अलपत्र छन्।,-1
त्यो स्थान थोरङ पास गर्नुअघिको क्याम्प हो।,0
त्यस्तै थोरङको चुचुरो र त्यसपछिको डाउन क्याम्पमा ठूलै संख्यामा अलपत्र भएका छन्।,-1
मनाङको नार र फु क्षेत्रमा अलि बढि नै समस्या देखएकिो छ भने तिलिचो ताल क्षेत्रमा पनि केही मान्छे हराइरहेको सूचना आएको छ।,-1
मनास्लु क्षेत्रमा पनि हिमपातबाट केही पदयात्रीहरु अलपत्र र केही बेपत्ता भएको जानकारी टानसम्म आइपुगेको छ।,-1
केही मान्छे गोर्खाको उत्तरी क्षेत्र लार्के आसपासमा पनि अलपत्र परेको भन्ने खबर आएको छ।,-1
उनीहरु लार्के पास गर्न नसकेपछि रोकिएका हुन सक्छन्।,0
त्यस्तै धौलागिरी आधार शिविर र इटालियन आधार शिविरमा पनि केही मान्छे अलपत्र परेको सूचना छ।,-1
थोरङ फेदीमा २३ जना विदेशी नागरिक एक होटलमा बसिरहेका र दुई जना चितवनका विद्यार्थी पनि त्यहाँ रहेको खबर टानका अधिकारीहरुले सरकारलाई गराएका छन्।,0
लाचार सरकारटानले केही पदाधिकारीलाई श्रीएयरको हेलिकोप्टर सहित मनाङमा खटाएको छ भने केही पदाधिकारी मुस्ताङमा छन्।,0
तर सरकार भने रनभूल्लमा छ।,-1
सरकारी अधिकारीहरु न त सूचना दिन्छन् न त उद्धार कार्यमा समन्वय नै गर्छन्।,-1
पर्यटन मन्त्रालयका प्रवक्ता मोहन सापकोटा जतिबेला पनि मिटिङमा छु भन्छन्।,0
तर उनको मिटिङको परिणाम केही पनि आउँदैन।,-1
पीडित परिवारले सरकारका मान्छेहरुसँग भेटेर आफ्ना कुरा राख्न पाएका छैनन्।,-1
उद्धारका लागि के के भइरहेको छ भन्ने जानकारी समेत सरकार दिदैन।,-1
बरु टान र व्यवसायी आफैले श्रीएयर डाइनेष्टी फिस्टेल लगायतका एयरलाइन्सका हेलिकोप्टर मार्फत उद्धार कार्य अघि बढाएका छन्।,1
बाँचेकाहरु प्राथमिकतामाअब मृतक भन्दा जीवितलाई पहिले सुरक्षित स्थानमा ल्याउनेतर्फ पहल गरिएको टानका प्रथम उपाध्यक्ष कामी रिन्जी शेर्पाले बताए।,0
अहिले हिमपात रोकिएको र मौसम पनि राम्रो भएकाले उद्धार कार्य अघि बढाउन सहज रहेको टानका उद्धार संयोजक केशव पाण्डेले बताए।,1
मनाङको नार र फु क्षेत्रमा अलपत्र परेका १४ जनालाई विहिवार विहानै हेलिकोप्टरबाट चामेमा सुरक्षित अवतरण गराइएको टानका अधिकारीहरुले बताएका छन्।,1
आकस्मिक हिमपातमा परेर हराइरहेका विदेशी पर्यटक तथा नेपाली नागरिकहरुमध्ये दुई सय भन्दा बढि सकुशल रहेको भन्दै पारिवारिक तथा सकारको सम्पर्कमा आएका छन्।,1
मनाङको हाइ क्याम्पमा अलपत्र परेका ४ नेपाली सहित २९ जना सम्पर्कमा आएको पर्यटन मन्त्रालयका एक उच्च अधिकारीले बताए।,1
त्यस्तै फेदीमा २० नेपाली सहित ६० जना सम्पर्कमा आएका छन्।,1
तिलिचो आधार शिविरमा  २५ नेपाली सहित १ सय ३० जना रहेको जानकारी प्राप्त भएको ती अधिकारीले बताए।,0
बाक्लो हिमपात र मौसमी प्रतिकुलताका कारण उनीहरुको उद्धार कार्य अझै सोचे जस्तो हुन नसकेको सैनिक स्रोतले जनाएको छ।,-1
सेनाले हिमपातमा परेका पर्यटक तथा नेपाली सहयोगीहरुको उद्धारका लागि विहानैदेखि चार हेलिकोप्टर त्यसतर्फ पठाएको छ।,1
अझै कत्ति व्यक्ति बेपत्ता छन् भन्ने आधिकारिक जानकारी पर्यटन सम्बद्ध संघ संस्था र सरकारले दिन सकेका छैनन्।,0
हराईरहेका मध्ये विहिवार विहान उद्धारका क्रममा थप पाँच जनाको शव भेटिएको सैनिक जनसम्पर्क निर्देशनालयले जनाएको छ।,-1
सैनिक जनसम्पर्क निर्देशनालयका अनुसार जोमसोमबाट खटिएको नेपाली सेनाको उद्धार टोलीले थोराङ पासको ड्रम्प क्याम्प नजिकबाट ५ जनाको शव संकलन गरेको हो।,-1
मृतकमा दुईजना नेपाली छन् भने तीन विदेशी रहेको निर्देशनालयले जनाएको छ।,0
विदेशीमा दुईजना इजरायली र एकजना पोल्याण्डकी नागरिक रहेको पाइएको छ।,0
सरकारले यति ठूलो बिपत्तिमा पनि पर्याप्त उद्धार कार्य गर्न नसकेको भन्दै आलोचना भइरहेको छ।,-1
मनाङ र मुस्ताङमा हिमपातमा परेकाहरुका आफन्त र विदेशी कुटनीतिक नियोगहरुले उद्धार कार्यमा तदारुकता दिन सरकारलाई आग्रह गरेका छन्।,1
अहिले हिमपातको सिजन होइन।,0
तर अचानक आइदियो मुस्ताङ्गी पर्यटन व्यवसायी अनिल ताङ्बे भन्छन् अप्रत्याशित हिमपात भएकाले बीच बाटोमा परे आत्मसुृरक्षाको उपाय नै थिएन।,0
पिक सिजनअक्टोबर महिनामा अन्नपूर्ण सर्किटमा पदयात्रा गर्नुपर्छ भन्ने विश्वका प्रायः पदयात्रीहरुलाई जानकारी छ।,0
यो समयमा त्यस क्षेत्रमा हिमपात नहुने र बाटो पनि सजिलो हुने भएकाले हजारौं स्वदेशी तथा विदेशी पर्यटक अन्नपूर्ण पदयात्रामा निस्कछन्।,0
पचास वर्षदेखि निरन्तर पदयात्रा गरिरहेका पर्यटन व्यवसायी तथा होटल र्‍याडिसनका अध्यक्ष गोविन्ददास श्रेष्ठ मनाङ र मुस्ताङमा अचानक भएको हिमपातपछिको क्षतिलाई अकल्पनीय भन्छन्।,-1
 मैले जीवनमा धेरैपटक अन्नपूर्ण सर्किटको पदयात्रा गरेँ तर अक्टोबर महिनामा यस्तो विपत्ति विरलै हुने गर्छ श्रेष्ठले अनलाइनखबरसँग भने यसमा पदयात्री र एजेन्सीहरुको लापरवाहीभन्दा पनि आकस्मिक विपत्ति मान्नुपर्छ।,-1
अनुभवीहरुका अनुसार अक्टोबर र नोभेम्बर महिनामा यस क्षेत्रमा हिमपात कमै हुने गरेकाले हिउँबाट बच्ने लजिस्टिकहरु पनि कमै लगिएको हुन्छ।,0
अचानक हिमपात भए के गर्ने भनेर सोचबिचार गरिएको पनि हुँदैन।,0
डरलाग्दो भिरालोमा विपत्तिएक साताअघि मात्रै थोराङ पास गरेर फर्किएका पूर्वमन्त्री ज्ञवालीका अनुसार जहाँ हिमपातबाट मान्छे मरे त्यो ठाउँ अत्यन्तै खतरनाक छ।,-1
त्यहाँबाट पछि फर्किने अवस्था हुँदैन अगाडि लाग्दा डरलाग्दो भिरालो छ।,-1
थोराङ पास गर्नुअघि हाइक्याम्प र बेसक्याम्पमा पर्यटकहरु बास बस्छन्।,0
जहाँबाट बिहानै चार घण्टाको पैदल यात्रापछि थोराङ पार गरिन्छ।,0
त्यसपछि अप्ठेरो भिरालो करीव चार-पाँच घण्टा हिँडेपछि मुक्तिनाथ क्षेत्रको अर्को क्याम्पमा पुग्नुपर्छ।,0
यो बीचमा आश्रय लिने कुनै ठाउँ छैनन्।,0
पूरै निर्जन क्षेत्र छ।,-1
सर्किटमा सयौं अलपत्रव्यवसायीहरुका अनुसार धेरै पर्यटक तथा पथ प्रदर्शकहरु थोराङ पास गरेपछि हिमपातमा परेका छन्।,0
उनीहरुका सामु फर्किएर बाँच्ने विकल्प पनि थिएन अघि बढ्ने क्रममा बाटो नभेटिएर पनि धेरैले ज्यान गुमाए।,-1
पिक सिजन भएकाले अहिले सयौं पदयात्रीहरु अन्नपूर्ण सर्किटमा छन्।,0
कतिपय सुरक्षित ठाउँबाट फर्किएका छन् भने कतिपय हराइरहेका छन्।,-1
 पर्वतारोहण र पदयात्रा उसै पनि जोखिमपूर्ण कुरा हुन्।,0
विश्वका साहसिक पदयात्रीहरुनै यस्तो जोखिम मोल्न नेपाल आउँछन्।,0
किन यस्तो भयो ?कुनै पनि बेला जुनसुकै विपत्ति आउन सक्छ भनेर पूर्व सावधानी अपनाउने र सोही अनुसारको लजिष्टिक सपोर्ट लैजाने कुरामा कहिँ न कहिँ कमजोरी भएको सरकारी अधिकारीहरु बताउँछन्।,-1
तर भारतको अण्डमान टापुमा आएको समुद्री आँधीको यति ठूलो कहर नेपालसम्म आउँछ भन्ने कसैले सोचेका थिएनन्।,0
जसका कारण ठूलो प्राकृतिक विपत्तिमा मानव जीवन समाप्त भयो।,-1
 नेपालभन्दा धेरै टाढाको समुद्री आँधीले पनि यहाँ विपत्ति ल्याउँछ भन्ने कुराको विश्लेषण गर्दै भविष्यमा थप सजगता अपनाउन यो घटनाले पाठ सिकाएको छ पूर्वमन्त्री ज्ञवालीले भने।,1
सरकारले चाहे के हुन्थ्यो ?यो घटना आकस्मिक र अविश्वसनीय भए पनि यसबाट सरकारले पाठ सिक्नुपर्ने कुराहरु धेरै देखिएका छन्।,0
पहिलो कुरा त पर्यटकहरुसँग पदयात्राको लागि डलर लिएर पठाएपछि उनीहरु कसरी जान्छन् सुरक्षाका उपायहरु के छन् भन्नेमा सरकार बेखबर छ।,0
हुडहुड आँधीका कारण नेपालमा भारी वर्षातको संकेत देखिएपछि उच्च हिमाली क्षेत्रमा रहेका आन्तरिक र बाहृय पर्यटकको अवस्था बुझेर दुर्घटना हुनुअघि नै सुरक्षाको उपाय अपनाउन सकिन्थ्यो।,-1
यस्तो कुरामा नेपाल सरकार सदाझैं यसपटक पनि निकै पछि परेको छ र नेपालको उच्च हिमाली क्षेत्रको पदयात्रा असुरक्षित छ र सरकारले पदयात्रीलाई जोगाउन सक्दैन भन्ने नकारात्मक सन्देश गएको छ।,-1
पदयात्रीबाट उठाएको शुल्क पदमार्गको विकास तथा यसलाई आधुनिक प्रबिधिको बनाउन खर्च गर्ने हो भने यस्ता बिपत्तिमा पनि क्षति कम गराउन सकिन्छ।,-1
धेरैजसो पदमार्गमा बाक्लो हिमपातपछि पदयात्रीहरुले बाटो पहिल्याउन नसकेर दुर्घटना हुने गरेका छन्।,-1
त्यस्ता ठाउँमा बाटो जनाउने आधुनिक संकेतहरु राख्न पदयात्रीबाट उठाएको शुल्कबाटै सम्भव छ।,0
मौसम पूर्वानुमान छैन अर्कोतिर नेपालको मौसम पूर्वानुमान महाशाखा नाममात्रैको छ।,0
तीन दिनको मौसम पूर्वानुमान समेत मिलाउन नसक्ने महाशाखाले एक साताको प्रक्षेपण गर्न सक्दैन।,0
 मौसम पूर्वानुमान महाशाखाका अधिकारीहरु आफूहरुलाई सरकारले उच्च प्रविधि नदिएका कारण के हुँदैछ भनेर भन्न नसक्ने बताउँछन्।,-1
पर्यटनलाई आर्थिक विकासको मूल आधार बनाउने नेपालजस्तो मुलुकले कम्तिमा मौसमको पुर्वानुमान गर्ने बलियो प्रबिधिको विकास गर्ने हो भने यति ठूलो दुर्घघटना नहुन सक्थ्यो कि ?सरकारले मौसम खराब हुँदैछ अहिले अघि नबढ भन्दा धेरैको ज्यान जोगिन सक्छ तर दुर्भाग्य हामीकहाँ यस्तो प्रविधि नै छैन पर्यटन व्यसायी सुरेश श्रेष्ठले भन्छन्।,-1
उद्दारमा पनि उस्तैदुर्घटना भइसकेपछि उद्दार गर्ने प्रणाली समेत नेपालको निकै पिछडिएको छ।,-1
कुन कुन ठाउँमा विपत्ति परेको छ र त्यहाँ कसरी मानव जीवन जोगाउने भन्ने वैज्ञानिक सोचाइ नै सरकारमा छैन।,-1
विपत्ति रोक्न नसके पनि त्यसबाट हुने क्षतिलाई कम भन्दा कममा सीमित गर्ने र चाँडोभन्दा चाँडो उद्दार गर्ने प्रणाली तथा प्रविधि विकासमा सरकार संवेदनशील नबने नेपालको साहसिक पर्यटन अन्तर्राष्ट्रिय जगतमा बद्नाम हुन बेर लाग्ने छैन।,-1
गाँउमा बस्दै आएका २२ वटै परिवारका सदस्यले प्रतिवर्ष श्रमदानमा कुलो मर्मत गरिदिने भएकाले सबैलाई पीठो पिस्न निःशुल्क गरेको घट्ट सञ्चालक खडक सिह रावलले बताए।,-1
घट्टको जतरा मर्मतका लागि भन्दै केहीले पीठोको केही हिस्सा छाड्ने गरेका भए पनि हालसम्म कसैबाट पीठो पिसाएबापत शुल्क लिएको छैन उनले भने।,0
घट्ट नभएको भए १० किलोमिटर टाढाको झलारीमा पिठयूँमा अन्नको भारी बोकेर पीठो पिसाउनु पथ्र्यो स्थानीय मोहन महराले भने्-प्रत्येक वर्ष कुलो मर्मत गरी पीठो पिस्न पाएका छौँ त्यो पनि निःशुल्क।,0
विसं २०४० देखि रावल परिवारले धारापानी खोलामा पीठो पिस्नका लागि घट्ट राखेका हुन्।,0
पत्रमा अधिकारीको न्यायप्राप्तीको लडाईं अब सरकारले गर्ने उल्लेख छ।,1
पत्रमा स्वदेश र विदेशमा रहेका अपराधीलाई पक्राउ गरेर कानुनअनुसार कारबाही गर्ने परिवारको औषधोउपचार र खानेबस्ने व्यवस्था गर्ने उल्लेख छ।,0
२०६१ सालमा गंगामायाका छोरा कृष्णप्रसादलाई तत्कालिन विद्रोही माओवादीले हत्या गरेका थिए।,-1
हत्यारालाई कारबाहीको माग गर्दै गंगामाया पति नन्दप्रसादसहित अनसनमा बसेकी थिइन्।,0
अनसनमा बसेकैबेला नन्दप्रसादको गत असोज ६ गते वीर अस्पतालमा निधन भएको थियो।,-1
क्यान उपाध्यक्ष दीपक कोइरालाले सरकारको निर्णयले सबै संघहरु आतंकित बनेको बताए।,-1
राखेप सदस्य सचिवलाई हटाउन नसकेपछि त्यसको प्रतिशोध स्वरुप मन्त्रीले क्यानमाथि कारवाही गर्नु भएको हो उनले आक्रोश ब्यक्त गरे।,-1
युवा तथा खेलकुद मन्त्रालयको सिफारिसमा मन्त्रीपरिषदले विहीबार क्यानको वर्तमान कार्यसमिति विघटन गरेर विनयराज पाण्डेको अध्यक्षतामा तीन सदस्यीय तदर्थ समिति गठन गरेको थियो।,0
गैरकानुनी रूपमा सुन ओसारपसार गरेको आरोपमा पक्राउ परेका भारतीय नागरिक अभिषेक सरकारका आफन्तलाई उनीहरूले रकम दिए छुटाइदिने प्रलोभन दिएको उजुरी परेको थियो।,-1
धुम्बाराहीस्थित मुनलाइट पार्टी प्यालेसबाट शुक्रबार साँझ उनीहरू पक्राउ परेका हुन्।,0
नाममा सम्बन्धित प्रदेश सभालाई दिने गरी ६ या ७ प्रदेशमा सहमति गर्न सकिने ओली र पौडेलले बताएका थिए।,1
ओली र पौडेलबीच दाहालसँग भएको छुट्टाछुट्टै छलफलमा भएका कुराकानी संयुक्त बैठकमा राखिएको छैन।,0
औपचारिकभन्दा कांग्रेस र एमाओवादी एमाले र एमाओवादीका नेताहरूबीच अनौपचारिक वान टु वान कुराकानी बढी भएको थियो।,0
औपचारिक छलफलमा भने सैद्धान्तिक कुराकानी मात्र भए।,0
कांग्रेस उपसभापति रामचन्द्र पौडेलले छलफल सकारात्मक दिशामा अघि बढे पनि निष्कर्ष निस्कने अवस्थामा पुगिनसकेको बताए।,1
विश्वमा चलेका मान्यताभन्दा नयाँनयाँ रंगीविरंगी मान्यता ल्याउन खोजेर मुलुकको प्रगति रोक्नेतिर नलागौं विकास र निकास निस्कने गरी सहमति जुटाउँ भन्ने दिशाबाट हामीहरूले -कांग्रेस र एमाले कुराकानी गरेका छांै पौडेलले भने जातीय नाम दिने र धान्न नसक्ने गरी धेरै प्रदेश खडा गर्ने कामले मुलुकलाई अधोगतितिर लैजान्छ।,1
उनले कांग्रेस र एमालेबाट ५ या ६ प्रदेशभन्दा बढी बनाउन नहुने र तिनको नाम साझा पहिचानयुक्त हुनुपर्ने दृष्टिकोण नै बैठकमा राखेको बताए।,0
